name,tags,image_url
PALAU DE LA MÚSICA,modern art,https://upload.wikimedia.org/wikipedia/commons/9/90/Val%C3%A8ncia_Palau_de_la_M%C3%BAsica.jpg
PALAU DE CONGRESSOS,modern,https://upload.wikimedia.org/wikipedia/commons/9/90/Val%C3%A8ncia_Palau_de_la_M%C3%BAsica.jpg
PALAU DELS MARQUESOS DE MALFERIT O DELS COMTES DE BRIZUELA,historical,
REIAL ESGLÉSIA DEL SANTÍSSIM CRIST DEL SALVADOR O ESGLÉSIA DEL SALVADOR,historical religious,
ESGLÉSIA PARROQUIAL DE LA MARE DE DÉU DE LA BONA GUIA,historical religious,https://upload.wikimedia.org/wikipedia/commons/7/71/Bandera_de_Banyeres_de_Mariola.svg
ESGLÉSIA PARROQUIAL DE LA MARE DEL DÉU DEL PUIG,historical religious,https://upload.wikimedia.org/wikipedia/commons/f/f8/La_Pobla_de_Farnals._Ajuntament_1.JPG
INSTITUT VALENCIÀ D'ONCOLOGIA - IVO,modern science,
MONESTIR DE LA PURITAT (ANTIGA CONFRARIA DE SANT JAUME),historical religious,
EDIFICI D'HABITATGES - CASA FERRER,historical modern,
ESGLÉSIA PARROQUIAL DE SANT JOAN DE LA RIBERA,historical religious,https://upload.wikimedia.org/wikipedia/commons/0/09/Esgl%C3%A9sia_de_Sant_Joan_de_la_Creu_P1400122.JPG
ESGLÉSIA DE SANT VICENT DE LA ROQUETA (ACTUAL ESGLÉSIA PARROQUIAL DE CRIST REI),historical religious,
CATEDRAL,historical gothic religious art,https://upload.wikimedia.org/wikipedia/commons/b/bf/Valencia_cathedral_2022_-_north_fa%C3%A7ade_dawn.jpg
TORRES DELS GUARDES DE L'ALBEREDA,historical,
PALAUET I JARDINS DE MONFORTE,nature park historical,
RECTORAT DE LA UNIVERSITAT DE VALÈNCIA (ANTIGA FACULTAT DE CIÈNCIES),historical science,
PONT DE L'EXPOSICIÓ,modern,https://upload.wikimedia.org/wikipedia/commons/0/0a/Pont_albereda_valencia.jpg
PARC DE CAPÇALERA,nature park,https://upload.wikimedia.org/wikipedia/commons/9/9a/Valencia-Barris-Clau-La_Punta.png
DRASSANES,historical,https://upload.wikimedia.org/wikipedia/commons/8/8d/Esgl%C3%A9sia_de_Santa_Maria_del_Mar_del_Grau.JPG
MUSEU SANT PIUS V,museum historical art,
CASA MUSEU BLASCO IBÁÑEZ,museum historical art,https://upload.wikimedia.org/wikipedia/commons/c/c6/Casa_Museu_de_Blasco_Ib%C3%A1%C3%B1ez%2C_Val%C3%A8ncia.JPG
ANTIC MONESTIR DE SANT MIQUEL DELS REIS,historical religious,
PONT DE LA TRINITAT,historical,https://upload.wikimedia.org/wikipedia/commons/2/2e/Estaci%C3%B3_de_Serrer%C3%ADa_%28Metroval%C3%A8ncia%29.jpg
PALAU I ESGLÉSIA DEL TEMPLE,historical religious,https://upload.wikimedia.org/wikipedia/commons/9/9a/Iglesia_y_palacio_del_Temple_en_Valencia.jpg
EDIFICI DEL PUNT DE GANXO,historical modern,https://upload.wikimedia.org/wikipedia/commons/9/98/Val%C3%A8ncia%2C_Museo_de_la_Ciudad-PM_51918.jpg
CIUTAT DE LES ARTS I LES CIÈNCIES,modern science art,https://upload.wikimedia.org/wikipedia/commons/a/ac/Ciutat_de_les_Arts_i_les_Ci%C3%A8ncies.jpg
